school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
wichita-state,Ind,110,2,4,0.6188260514175865,30,30,30,0,1905-06,Willis Bates (2-4),1905
william-mary,CAA,1,17,14,0.8479569592472003,30,30,30,0,2016-17,Tony Shaver (17-14),2016
william-mary,CAA,2,20,11,0.09077653168735789,30,30,30,0,2015-16,Tony Shaver (20-11),2015
william-mary,CAA,3,20,13,0.9919305218286927,30,30,30,0,2014-15,Tony Shaver (20-13),2014
william-mary,CAA,4,20,12,0.4383428367372675,30,30,30,0,2013-14,Tony Shaver (20-12),2013
william-mary,CAA,5,13,17,0.7239991471415386,30,30,30,0,2012-13,Tony Shaver (13-17),2012
william-mary,CAA,6,6,26,0.9811084005039368,30,30,30,0,2011-12,Tony Shaver (6-26),2011
william-mary,CAA,7,10,22,0.3551271650441956,30,30,30,0,2010-11,Tony Shaver (10-22),2010
william-mary,CAA,8,22,11,0.21531917166695447,30,30,30,0,2009-10,Tony Shaver (22-11),2009
william-mary,CAA,9,10,20,0.14166181469846417,30,30,30,0,2008-09,Tony Shaver (10-20),2008
william-mary,CAA,10,17,16,0.03907718653715497,30,30,30,0,2007-08,Tony Shaver (17-16),2007
william-mary,CAA,11,15,15,0.9171129067381705,30,30,30,0,2006-07,Tony Shaver (15-15),2006
william-mary,CAA,12,8,20,0.09715266748389717,30,30,30,0,2005-06,Tony Shaver (8-20),2005
william-mary,CAA,13,8,21,0.6610155015275208,30,30,30,0,2004-05,Tony Shaver (8-21),2004
william-mary,CAA,14,7,21,0.05139746490307917,30,30,30,0,2003-04,Tony Shaver (7-21),2003
william-mary,CAA,15,12,16,0.7721775323791089,30,30,30,0,2002-03,Rick Boyages (12-16),2002
william-mary,CAA,16,10,19,0.8464449851032799,30,30,30,0,2001-02,Rick Boyages (10-19),2001
william-mary,CAA,17,11,17,0.34542472461519336,30,30,30,0,2000-01,Rick Boyages (11-17),2000
william-mary,CAA,18,11,17,0.71419622891995,30,30,30,0,1999-00,Charles Woollum (11-17),1999
william-mary,CAA,19,8,19,0.11461222363477219,30,30,30,0,1998-99,Charles Woollum (8-19),1998
william-mary,CAA,20,20,7,0.515170067694825,30,30,30,0,1997-98,Charles Woollum (20-7),1997
william-mary,CAA,21,12,16,0.5725196402004229,30,30,30,0,1996-97,Charles Woollum (12-16),1996
william-mary,CAA,22,10,16,0.5940554870197277,30,30,30,0,1995-96,Charles Woollum (10-16),1995
william-mary,CAA,23,8,19,0.5062326813370946,30,30,30,0,1994-95,Charles Woollum (8-19),1994
william-mary,CAA,24,4,23,0.035044994187265144,30,30,30,0,1993-94,Chuck Swenson (4-23),1993
william-mary,CAA,25,14,13,0.7770975062850483,30,30,30,0,1992-93,Chuck Swenson (14-13),1992
william-mary,CAA,26,10,19,0.27879908764925476,30,30,30,0,1991-92,Chuck Swenson (10-19),1991
william-mary,CAA,27,13,15,0.7248317285123863,30,30,30,0,1990-91,Chuck Swenson (13-15),1990
william-mary,CAA,28,6,22,0.4075245567093905,30,30,30,0,1989-90,Chuck Swenson (6-22),1989
william-mary,CAA,29,5,23,0.4642962308507701,30,30,30,0,1988-89,Chuck Swenson (5-23),1988
william-mary,CAA,30,10,19,0.1654401880308045,30,30,30,0,1987-88,Chuck Swenson (10-19),1987
william-mary,CAA,31,5,22,0.05581272819013672,30,30,30,0,1986-87,Barry Parkhill (5-22),1986
william-mary,CAA,32,8,20,0.9116478731450228,30,30,30,0,1985-86,Barry Parkhill (8-20),1985
william-mary,ECACS,33,16,12,0.9666601441753369,30,30,30,0,1984-85,Barry Parkhill (16-12),1984
william-mary,ECACS,34,14,14,0.5579673253322028,30,30,30,0,1983-84,Barry Parkhill (14-14),1983
william-mary,ECACS,35,20,9,0.21148763360697265,30,30,30,0,1982-83,Bruce Parkhill (20-9),1982
william-mary,ECACS,36,16,12,0.26273419406763476,30,30,30,0,1981-82,Bruce Parkhill (16-12),1981
william-mary,ECACS,37,16,12,0.9168435097759983,30,30,30,0,1980-81,Bruce Parkhill (16-12),1980
william-mary,ECACS,38,12,15,0.20942447124779973,30,30,30,0,1979-80,Bruce Parkhill (12-15),1979
william-mary,Ind,39,9,17,0.20836242347053613,30,30,30,0,1978-79,Bruce Parkhill (9-17),1978
william-mary,Ind,40,16,10,0.15962896507010416,30,30,30,0,1977-78,Bruce Parkhill (16-10),1977
william-mary,Southern,41,16,14,0.12698603586626867,30,30,30,0,1976-77,George Balanis (16-14),1976
william-mary,Southern,42,15,13,0.9635145929555313,30,30,30,0,1975-76,George Balanis (15-13),1975
william-mary,Southern,43,16,12,0.8667011107220961,30,30,30,0,1974-75,George Balanis (16-12),1974
william-mary,Southern,44,9,18,0.8417568549244374,30,30,30,0,1973-74,"Edward Ashnault (6-14), George Balanis (3-4)",1973
william-mary,Southern,45,10,17,0.08024371866524727,30,30,30,0,1972-73,Edward Ashnault (10-17),1972
william-mary,Southern,46,10,17,0.3727778842520554,30,30,30,0,1971-72,Warren Mitchell (10-17),1971
william-mary,Southern,47,11,16,0.26449699419920636,30,30,30,0,1970-71,Warren Mitchell (11-16),1970
william-mary,Southern,48,11,16,0.45796806299159487,30,30,30,0,1969-70,Warren Mitchell (11-16),1969
william-mary,Southern,49,6,20,0.37691261726854297,30,30,30,0,1968-69,Warren Mitchell (6-20),1968
william-mary,Southern,50,6,18,0.8220529855324044,30,30,30,0,1967-68,Warren Mitchell (6-18),1967
william-mary,Southern,51,14,11,0.9869892437251512,30,30,30,0,1966-67,Warren Mitchell (14-11),1966
william-mary,Southern,52,13,12,0.48455982442702006,30,30,30,0,1965-66,William Chambers (13-12),1965
william-mary,Southern,53,12,13,0.14094313950572013,30,30,30,0,1964-65,William Chambers (12-13),1964
william-mary,Southern,54,9,13,0.14721780221217762,30,30,30,0,1963-64,William Chambers (9-13),1963
william-mary,Southern,55,15,9,0.4710706782413985,30,30,30,0,1962-63,William Chambers (15-9),1962
william-mary,Southern,56,7,17,0.6602238143823298,30,30,30,0,1961-62,William Chambers (7-17),1961
william-mary,Southern,57,14,10,0.06713262563813926,30,30,30,0,1960-61,William Chambers (14-10),1960
william-mary,Southern,58,15,11,0.25019404510871024,30,30,30,0,1959-60,William Chambers (15-11),1959
william-mary,Southern,59,13,11,0.8542918740116361,30,30,30,0,1958-59,William Chambers (13-11),1958
william-mary,Southern,60,15,14,0.8268590105782149,30,30,30,0,1957-58,William Chambers (15-14),1957
william-mary,Southern,61,9,18,0.5721172642071674,30,30,30,0,1956-57,Boydson Baird (9-18),1956
william-mary,Southern,62,12,14,0.03616036043118653,30,30,30,0,1955-56,Boydson Baird (12-14),1955
william-mary,Southern,63,11,14,0.7132929911011368,30,30,30,0,1954-55,Boydson Baird (11-14),1954
william-mary,Southern,64,9,14,0.8924746827023629,30,30,30,0,1953-54,Boydson Baird (9-14),1953
william-mary,Southern,65,10,13,0.5701372608357342,30,30,30,0,1952-53,Boydson Baird (10-13),1952
william-mary,Southern,66,15,13,0.7921708314378975,30,30,30,0,1951-52,Lester Hooker (15-13),1951
william-mary,Southern,67,20,11,0.5089849419595686,30,30,30,0,1950-51,Bernard Wilson (20-11),1950
william-mary,Southern,68,23,9,0.007694609587576173,30,30,30,0,1949-50,Bernard Wilson (23-9),1949
william-mary,Southern,69,24,10,0.9603748905518417,30,30,30,0,1948-49,Bernard Wilson (24-10),1948
william-mary,Southern,70,13,10,0.2584864659903402,30,30,30,0,1947-48,Bernard Wilson (13-10),1947
william-mary,Southern,71,14,12,0.7466796486857699,30,30,30,0,1946-47,Richard Gallagher (14-12),1946
william-mary,Southern,72,10,10,0.5301737918952322,30,30,30,0,1945-46,Frosty Holt (10-10),1945
william-mary,Southern,73,7,11,0.6698000568881355,30,30,30,0,1944-45,Rube McCray (7-11),1944
william-mary,Southern,74,10,11,0.22701130641137002,30,30,30,0,1943-44,Rube McCray (10-11),1943
william-mary,Southern,75,11,10,0.8734725783362255,30,30,30,0,1942-43,Dwight Steussey (11-10),1942
william-mary,Southern,76,15,9,0.7475135029945522,30,30,30,0,1941-42,Dwight Steussey (15-9),1941
william-mary,Southern,77,15,10,0.18058805604509676,30,30,30,0,1940-41,Dwight Steussey (15-10),1940
william-mary,Southern,78,12,11,0.9052307656685821,30,30,30,0,1939-40,Dwight Steussey (12-11),1939
william-mary,Southern,79,8,13,0.44561970626931846,30,30,30,0,1938-39,John Kellison (8-13),1938
william-mary,Southern,80,2,10,0.9934712387714415,30,30,30,0,1937-38,John Kellison (2-10),1937
william-mary,Southern,81,0,18,0.04635365231319899,30,30,30,0,1936-37,Thomas Dowler (0-18),1936
william-mary,Ind,82,11,6,0.4496622789767949,30,30,30,0,1935-36,Thomas Dowler (11-6),1935
william-mary,Ind,83,10,5,0.8471652305690988,30,30,30,0,1934-35,Thomas Dowler (10-5),1934
william-mary,Ind,84,4,9,0.25116452088704166,30,30,30,0,1933-34,John Kellison (4-9),1933
william-mary,Ind,85,13,5,0.3123785731215615,30,30,30,0,1932-33,John Kellison (13-5),1932
william-mary,Ind,86,13,6,0.7980567097766194,30,30,30,0,1931-32,John Kellison (13-6),1931
william-mary,Ind,87,13,4,0.5747659230264154,30,30,30,0,1930-31,John Kellison (13-4),1930
william-mary,Ind,88,16,6,0.8952911582549046,30,30,30,0,1929-30,John Kellison (16-6),1929
william-mary,Ind,89,9,11,0.9570699883599898,30,30,30,0,1928-29,Tucker Jones (9-11),1928
william-mary,Ind,90,15,5,0.4814850145962688,30,30,30,0,1927-28,Wilder Tasker (15-5),1927
william-mary,Ind,91,7,8,0.8066629970993596,30,30,30,0,1926-27,Wilder Tasker (7-8),1926
william-mary,Ind,92,8,9,0.9243035014051776,30,30,30,0,1925-26,Wilder Tasker (8-9),1925
william-mary,Ind,93,11,6,0.939374270892769,30,30,30,0,1924-25,Wilder Tasker (11-6),1924
william-mary,Ind,94,8,16,0.6093617925389395,30,30,30,0,1923-24,Wilder Tasker (8-16),1923
william-mary,Ind,95,8,4,0.518792192316288,30,30,30,0,1922-23,James Driver (8-4),1922
william-mary,Ind,96,10,3,0.9776847541143737,30,30,30,0,1921-22,James Driver (10-3),1921
william-mary,Ind,97,8,3,0.11843114529788401,30,30,30,0,1920-21,James Driver (8-3),1920
william-mary,Ind,98,5,7,0.6114990100841199,30,30,30,0,1919-20,James Driver (5-7),1919
william-mary,Ind,99,3,6,0.7030532304239195,30,30,30,0,1918-19,V.M. Geddy (3-6),1918
william-mary,Ind,100,6,11,0.8333187707308276,30,30,30,0,1917-18,Harry Young (6-11),1917
william-mary,Ind,101,4,9,0.12465989637525965,30,30,30,0,1916-17,S.H. Hubbard (4-9),1916
william-mary,Ind,102,7,4,0.14153785944974484,30,30,30,0,1915-16,D.W. Draper (7-4),1915
william-mary,Ind,103,5,8,0.8319785399189321,30,30,30,0,1914-15,D.W. Draper (5-8),1914
william-mary,Ind,104,3,6,0.19187435597970548,30,30,30,0,1913-14,D.W. Draper (3-6),1913
william-mary,Ind,105,8,1,0.5678822261054169,30,30,30,0,1912-13,William Young (8-1),1912
william-mary,Ind,106,2,5,0.6323079494704016,30,30,30,0,1911-12,William Young (2-5),1911
william-mary,Ind,107,3,1,0.44779157262341907,30,30,30,0,1910-11,F.M. Crawford (3-1),1910
william-mary,Ind,108,1,3,0.32632587306607896,30,30,30,0,1909-10,F.M. Crawford (1-3),1909
william-mary,Ind,109,7,3,0.060786771308758314,30,30,30,0,1908-09,F.M. Crawford (7-3),1908
william-mary,Ind,110,1,4,0.8341023164564602,30,30,30,0,1907-08,F.M. Crawford (1-4),1907
william-mary,Ind,111,1,4,0.9227615413030383,30,30,30,0,1906-07,H.W. Withers (1-4),1906
william-mary,Ind,112,4,1,0.45044091158347843,30,30,30,0,1905-06,Merrill Blanchard (4-1),1905
winthrop,Big South,1,26,6,0.6000681879610572,30,30,30,0,2016-17,Pat Kelsey (26-6),2016
winthrop,Big South,2,23,9,0.3224505832912177,30,30,30,0,2015-16,Pat Kelsey (23-9),2015
winthrop,Big South,3,19,13,0.9701704755271561,30,30,30,0,2014-15,Pat Kelsey (19-13),2014
winthrop,Big South,4,20,13,0.4923869414060934,30,30,30,0,2013-14,Pat Kelsey (20-13),2013
winthrop,Big South,5,14,17,0.35884280569973903,30,30,30,0,2012-13,Pat Kelsey (14-17),2012
winthrop,Big South,6,12,20,0.10211127827532185,30,30,30,0,2011-12,Randy Peele (12-20),2011
winthrop,Big South,7,13,17,0.01934600602000669,30,30,30,0,2010-11,Randy Peele (13-17),2010
winthrop,Big South,8,19,14,0.9953418198216826,30,30,30,1,2009-10,Randy Peele (19-14),2009
winthrop,Big South,9,11,19,0.7725725745243657,30,30,30,0,2008-09,Randy Peele (11-19),2008
winthrop,Big South,10,22,12,0.3494676545392498,30,30,30,1,2007-08,Randy Peele (22-12),2007
winthrop,Big South,11,29,5,0.7396596852619333,30,22,22,2,2006-07,Gregg Marshall (29-5),2006
winthrop,Big South,12,23,8,0.777903562960322,30,30,30,1,2005-06,Gregg Marshall (23-8),2005
winthrop,Big South,13,27,6,0.2224203560996536,30,30,30,1,2004-05,Gregg Marshall (27-6),2004
winthrop,Big South,14,16,12,0.20111649134228038,30,30,30,0,2003-04,Gregg Marshall (16-12),2003
winthrop,Big South,15,20,10,0.514255175496854,30,30,30,0,2002-03,Gregg Marshall (20-10),2002
winthrop,Big South,16,19,12,0.4359487984875713,30,30,30,1,2001-02,Gregg Marshall (19-12),2001
winthrop,Big South,17,18,13,0.807097614591586,30,30,30,1,2000-01,Gregg Marshall (18-13),2000
winthrop,Big South,18,21,9,0.4691969553380002,30,30,30,1,1999-00,Gregg Marshall (21-9),1999
winthrop,Big South,19,21,8,0.4750464226161143,30,30,30,1,1998-99,Gregg Marshall (21-8),1998
winthrop,Big South,20,7,20,0.27798820545153924,30,30,30,0,1997-98,Dan Kenney (7-20),1997
winthrop,Big South,21,12,15,0.11290885608776147,30,30,30,0,1996-97,Dan Kenney (12-15),1996
winthrop,Big South,22,7,19,0.1283460381039362,30,30,30,0,1995-96,Dan Kenney (7-19),1995
winthrop,Big South,23,7,20,0.1426386342503233,30,30,30,0,1994-95,Dan Kenney (7-20),1994
winthrop,Big South,24,4,23,0.019478340339895595,30,30,30,0,1993-94,Dan Kenney (4-23),1993
winthrop,Big South,25,14,16,0.7354165193125529,30,30,30,0,1992-93,Dan Kenney (14-16),1992
winthrop,Big South,26,6,22,0.07806899483820462,30,30,30,0,1991-92,Steve Vacendak (6-22),1991
winthrop,Big South,27,8,20,0.8108399888510271,30,30,30,0,1990-91,Steve Vacendak (8-20),1990
winthrop,Big South,28,19,10,0.971186288827042,30,30,30,0,1989-90,Steve Vacendak (19-10),1989
winthrop,Big South,29,16,13,0.42744899323049756,30,30,30,0,1988-89,Steve Vacendak (16-13),1988
winthrop,Big South,30,17,13,0.21844159654570228,30,30,30,0,1987-88,Steve Vacendak (17-13),1987
winthrop,Big South,31,8,20,0.9712171986493588,30,30,30,0,1986-87,Steve Vacendak (8-20),1986
winthrop,Big South,32,20,9,0.32668589023100636,30,30,30,0,1985-86-nm,Nield Gordon (20-9),1985
wisconsin,Big Ten,1,25,9,0.8166125697588811,9,7,30,0,2016-17,Greg Gard (25-9),2016
wisconsin,Big Ten,2,22,13,0.6911387128813496,17,17,30,8,2015-16,"Greg Gard (15-8), Bo Ryan (7-5)",2015
wisconsin,Big Ten,3,36,4,0.2992666049190754,3,2,3,40,2014-15,Bo Ryan (36-4),2014
wisconsin,Big Ten,4,30,8,0.7506669073402568,20,3,12,32,2013-14,Bo Ryan (30-8),2013
wisconsin,Big Ten,5,23,12,0.10945078294079158,23,17,18,2,2012-13,Bo Ryan (23-12),2012
wisconsin,Big Ten,6,26,10,0.9880116152225377,15,9,14,8,2011-12,Bo Ryan (26-10),2011
wisconsin,Big Ten,7,25,9,0.2212611632733782,30,10,16,8,2010-11,Bo Ryan (25-9),2010
wisconsin,Big Ten,8,24,9,0.12184418278369036,30,11,16,2,2009-10,Bo Ryan (24-9),2009
wisconsin,Big Ten,9,20,13,0.9377826423185146,25,25,30,2,2008-09,Bo Ryan (20-13),2008
wisconsin,Big Ten,10,31,5,0.647614097851597,30,6,6,8,2007-08,Bo Ryan (31-5),2007
wisconsin,Big Ten,11,30,6,0.6353771146939808,9,1,6,2,2006-07,Bo Ryan (30-6),2006
wisconsin,Big Ten,12,19,12,0.37348047526102124,30,15,30,1,2005-06,Bo Ryan (19-12),2005
wisconsin,Big Ten,13,25,9,0.680625751867111,21,18,20,16,2004-05,Bo Ryan (25-9),2004
wisconsin,Big Ten,14,25,7,0.9501424100320831,15,10,10,2,2003-04,Bo Ryan (25-7),2003
wisconsin,Big Ten,15,24,8,0.532588901996843,30,18,21,8,2002-03,Bo Ryan (24-8),2002
wisconsin,Big Ten,16,19,13,0.7989436317303951,30,30,30,2,2001-02,Bo Ryan (19-13),2001
wisconsin,Big Ten,17,18,11,0.2574459645775822,19,10,25,1,2000-01,"Brad Soderberg (16-10), Dick Bennett (2-1)",2000
wisconsin,Big Ten,18,22,14,0.6929876853878334,30,30,30,32,1999-00,Dick Bennett (22-14),1999
wisconsin,Big Ten,19,22,10,0.7203483986731504,30,11,18,1,1998-99,Dick Bennett (22-10),1998
wisconsin,Big Ten,20,12,19,0.820434444744329,30,30,30,0,1997-98,Dick Bennett (12-19),1997
wisconsin,Big Ten,21,18,10,0.6936717297635324,30,30,30,1,1996-97,Dick Bennett (18-10),1996
wisconsin,Big Ten,22,17,15,0.055251085405179645,30,30,30,0,1995-96,Dick Bennett (17-15),1995
wisconsin,Big Ten,23,13,14,0.2030206268758915,17,13,30,0,1994-95,Stan Van Gundy (13-14),1994
wisconsin,Big Ten,24,18,11,0.003901557039638237,30,12,30,2,1993-94,Stu Jackson (18-11),1993
wisconsin,Big Ten,25,14,14,0.4718084418516466,30,30,30,0,1992-93,Stu Jackson (14-14),1992
wisconsin,Big Ten,26,13,18,0.4310633091118289,30,30,30,0,1991-92,Steve Yoder (13-18),1991
wisconsin,Big Ten,27,15,15,0.05182057751001701,30,30,30,0,1990-91,Steve Yoder (15-15),1990
wisconsin,Big Ten,28,14,17,0.5639234094650688,30,30,30,0,1989-90,Steve Yoder (14-17),1989
wisconsin,Big Ten,29,18,12,0.3712019295598219,30,30,30,0,1988-89,Steve Yoder (18-12),1988
wisconsin,Big Ten,30,12,16,0.8315069317889063,30,30,30,0,1987-88,Steve Yoder (12-16),1987
wisconsin,Big Ten,31,14,17,0.6279223428684583,30,30,30,0,1986-87,Steve Yoder (14-17),1986
wisconsin,Big Ten,32,12,16,0.9220858393501226,30,30,30,0,1985-86,Steve Yoder (12-16),1985
wisconsin,Big Ten,33,14,14,0.06883881034482242,30,30,30,0,1984-85,Steve Yoder (14-14),1984
wisconsin,Big Ten,34,8,20,0.0941309621433245,30,30,30,0,1983-84,Steve Yoder (8-20),1983
wisconsin,Big Ten,35,8,20,0.8099821327927963,30,30,30,0,1982-83,Steve Yoder (8-20),1982
wisconsin,Big Ten,36,6,21,0.32215099183615437,30,30,30,0,1981-82,Bill Cofield (6-21),1981
wisconsin,Big Ten,37,11,16,0.7121983471456825,30,30,30,0,1980-81,Bill Cofield (11-16),1980
wisconsin,Big Ten,38,15,14,0.9180289479023782,30,30,30,0,1979-80,Bill Cofield (15-14),1979
wisconsin,Big Ten,39,12,15,0.9319383912032935,30,30,30,0,1978-79,Bill Cofield (12-15),1978
wisconsin,Big Ten,40,8,19,0.14737310496965683,30,30,30,0,1977-78,Bill Cofield (8-19),1977
wisconsin,Big Ten,41,9,18,0.28136917575248943,30,30,30,0,1976-77,Bill Cofield (9-18),1976
wisconsin,Big Ten,42,10,16,0.512217186396732,30,30,30,0,1975-76,John Powless (10-16),1975
wisconsin,Big Ten,43,8,18,0.24851746455042467,30,30,30,0,1974-75,John Powless (8-18),1974
wisconsin,Big Ten,44,16,8,0.5227824145505551,30,13,30,0,1973-74,John Powless (16-8),1973
wisconsin,Big Ten,45,11,13,0.15434191809580589,30,30,30,0,1972-73,John Powless (11-13),1972
wisconsin,Big Ten,46,13,11,0.9026383449220681,30,30,30,0,1971-72,John Powless (13-11),1971
wisconsin,Big Ten,47,9,15,0.011339528396050236,30,30,30,0,1970-71,John Powless (9-15),1970
wisconsin,Big Ten,48,10,14,0.15711855965860855,30,30,30,0,1969-70,John Powless (10-14),1969
wisconsin,Big Ten,49,11,13,0.05092210599079694,30,30,30,0,1968-69,John Powless (11-13),1968
wisconsin,Big Ten,50,13,11,0.86089320747841,30,30,30,0,1967-68,John Erickson (13-11),1967
wisconsin,Big Ten,51,13,11,0.14944376440931229,30,30,30,0,1966-67,John Erickson (13-11),1966
wisconsin,Big Ten,52,11,13,0.4691845605077979,30,30,30,0,1965-66,John Erickson (11-13),1965
wisconsin,Big Ten,53,9,13,0.03400486346186893,30,30,30,0,1964-65,John Erickson (9-13),1964
wisconsin,Big Ten,54,8,16,0.5404703562983119,30,30,30,0,1963-64,John Erickson (8-16),1963
wisconsin,Big Ten,55,14,10,0.9490419447443222,10,6,30,0,1962-63,John Erickson (14-10),1962
wisconsin,Big Ten,56,17,7,0.4272046128820046,30,30,30,0,1961-62,John Erickson (17-7),1961
wisconsin,Big Ten,57,7,17,0.9314812806440131,30,30,30,0,1960-61,John Erickson (7-17),1960
wisconsin,Big Ten,58,8,16,0.6199810240125384,30,30,30,0,1959-60,John Erickson (8-16),1959
wisconsin,Big Ten,59,3,19,0.3244360790529952,30,30,30,0,1958-59,Bud Foster (3-19),1958
wisconsin,Big Ten,60,8,14,0.8282978176939051,30,30,30,0,1957-58,Bud Foster (8-14),1957
wisconsin,Big Ten,61,5,17,0.2422166425173945,30,30,30,0,1956-57,Bud Foster (5-17),1956
wisconsin,Big Ten,62,6,16,0.04757536533002438,30,30,30,0,1955-56,Bud Foster (6-16),1955
wisconsin,Big Ten,63,10,12,0.14165029489257341,30,30,30,0,1954-55,Bud Foster (10-12),1954
wisconsin,Big Ten,64,12,10,0.8143813257905268,30,18,30,0,1953-54,Bud Foster (12-10),1953
wisconsin,Big Ten,65,13,9,0.827078604279716,30,30,30,0,1952-53,Bud Foster (13-9),1952
wisconsin,Big Ten,66,10,12,0.8059709312046884,30,30,30,0,1951-52,Bud Foster (10-12),1951
wisconsin,Big Ten,67,10,12,0.9381687160699699,30,30,30,0,1950-51,Bud Foster (10-12),1950
wisconsin,Big Ten,68,17,5,0.20259738725355625,30,15,16,0,1949-50,Bud Foster (17-5),1949
wisconsin,Big Ten,69,12,10,0.14234716140840753,30,30,30,0,1948-49,Bud Foster (12-10),1948
wisconsin,Big Ten,70,12,8,0.9844985631259217,30,30,30,0,1947-48,Bud Foster (12-8),1947
wisconsin,Big Ten,71,16,6,0.8444473561194716,30,30,30,8,1946-47,Bud Foster (16-6),1946
wisconsin,Big Ten,72,4,17,0.31022167126267264,30,30,30,0,1945-46,Bud Foster (4-17),1945
wisconsin,Big Ten,73,10,11,0.5778408278145835,30,30,30,0,1944-45,Bud Foster (10-11),1944
wisconsin,Big Ten,74,12,9,0.4214407582722344,30,30,30,0,1943-44,Bud Foster (12-9),1943
wisconsin,Big Ten,75,12,9,0.7686639423148471,30,30,30,0,1942-43,Bud Foster (12-9),1942
wisconsin,Big Ten,76,14,7,0.0450700253069557,30,30,30,0,1941-42,Bud Foster (14-7),1941
wisconsin,Big Ten,77,20,3,0.637864116517692,30,30,30,48,1940-41,Bud Foster (20-3),1940
wisconsin,Big Ten,78,5,15,0.8947460524036855,30,30,30,0,1939-40,Bud Foster (5-15),1939
wisconsin,Big Ten,79,10,10,0.35246292145610214,30,30,30,0,1938-39,Bud Foster (10-10),1938
wisconsin,Big Ten,80,10,10,0.31953672994281557,30,30,30,0,1937-38,Bud Foster (10-10),1937
wisconsin,Big Ten,81,8,12,0.6135361554682796,30,30,30,0,1936-37,Bud Foster (8-12),1936
wisconsin,Big Ten,82,11,9,0.6635492072120647,30,30,30,0,1935-36,Bud Foster (11-9),1935
wisconsin,Big Ten,83,15,5,0.330362765555818,30,30,30,0,1934-35,Bud Foster (15-5),1934
wisconsin,Big Ten,84,14,6,0.599488528027014,30,30,30,0,1933-34,Doc Meanwell (14-6),1933
wisconsin,Big Ten,85,7,13,0.6163503647033503,30,30,30,0,1932-33,Doc Meanwell (7-13),1932
wisconsin,Big Ten,86,8,10,0.012413438151462453,30,30,30,0,1931-32,Doc Meanwell (8-10),1931
wisconsin,Big Ten,87,8,9,0.6400060085631083,30,30,30,0,1930-31,Doc Meanwell (8-9),1930
wisconsin,Big Ten,88,15,2,0.03080420629439995,30,30,30,0,1929-30,Doc Meanwell (15-2),1929
wisconsin,Big Ten,89,15,2,0.853066767428867,30,30,30,0,1928-29,Doc Meanwell (15-2),1928
wisconsin,Big Ten,90,13,4,0.6882540322433354,30,30,30,0,1927-28,Doc Meanwell (13-4),1927
wisconsin,Big Ten,91,10,7,0.9907365688408033,30,30,30,0,1926-27,Doc Meanwell (10-7),1926
wisconsin,Big Ten,92,8,9,0.5884862617719778,30,30,30,0,1925-26,Doc Meanwell (8-9),1925
wisconsin,Big Ten,93,6,11,0.2396262668623702,30,30,30,0,1924-25,Doc Meanwell (6-11),1924
wisconsin,Big Ten,94,11,5,0.16361649046651372,30,30,30,0,1923-24,Doc Meanwell (11-5),1923
wisconsin,Big Ten,95,12,3,0.13185793677153368,30,30,30,0,1922-23,Doc Meanwell (12-3),1922
wisconsin,Big Ten,96,14,5,0.6746198556993523,30,30,30,0,1921-22,Doc Meanwell (14-5),1921
wisconsin,Big Ten,97,13,4,0.40600145573177604,30,30,30,0,1920-21,Doc Meanwell (13-4),1920
wisconsin,Big Ten,98,15,5,0.07373201674173013,30,30,30,0,1919-20,Guy Lowman (15-5),1919
wisconsin,Big Ten,99,5,11,0.4640769802711132,30,30,30,0,1918-19,Guy Lowman (5-11),1918
wisconsin,Big Ten,100,14,3,0.7470916395771586,30,30,30,0,1917-18,Guy Lowman (14-3),1917
wisconsin,Western,101,15,3,0.47865551486358315,30,30,30,0,1916-17,Doc Meanwell (15-3),1916
wisconsin,Western,102,20,1,0.09571815830386954,30,30,30,0,1915-16,Doc Meanwell (20-1),1915
wisconsin,Western,103,13,4,0.143708863975879,30,30,30,0,1914-15,Doc Meanwell (13-4),1914
wisconsin,Western,104,15,0,0.2008226267673211,30,30,30,0,1913-14,Doc Meanwell (15-0),1913
wisconsin,Western,105,14,1,0.9899577182736775,30,30,30,0,1912-13,Doc Meanwell (14-1),1912
wisconsin,Western,106,15,0,0.8059868702213613,30,30,30,0,1911-12,Doc Meanwell (15-0),1911
wisconsin,Western,107,9,6,0.7415577250205775,30,30,30,0,1910-11,Haskell Noyes (9-6),1910
wisconsin,Western,108,9,5,0.24783904879491847,30,30,30,0,1909-10,Haskell Noyes (9-5),1909
wisconsin,Western,109,8,4,0.20519911137577018,30,30,30,0,1908-09,Haskell Noyes (8-4),1908
wisconsin,Western,110,10,2,0.5856578563822487,30,30,30,0,1907-08,Emmett Angell (10-2),1907
wisconsin,Western,111,11,3,0.910513934353969,30,30,30,0,1906-07,Emmett Angell (11-3),1906
wisconsin,Western,112,12,2,0.4585421924660632,30,30,30,0,1905-06,Emmett Angell (12-2),1905
wisconsin,Western,113,10,8,0.6886924693142553,30,30,30,0,1904-05,Emmett Angell (10-8),1904
wisconsin,Western,114,11,4,0.7217366869754764,30,30,30,0,1903-04,James Elsom (11-4),1903
wisconsin,Western,115,5,2,0.27765618733949393,30,30,30,0,1902-03,James Elsom (5-2),1902
wisconsin,Western,116,7,3,0.32725263356285705,30,30,30,0,1901-02,James Elsom (7-3),1901
wisconsin,Western,117,1,1,0.2916085286336165,30,30,30,0,1900-01,James Elsom (1-1),1900
